IgG1-FITC_mean,IgG1-FITC_std,IgG1-PE_mean,IgG1-PE_std,CD45-ECD-1_mean,CD45-ECD-1_std,IgG1-PC5_mean,IgG1-PC5_std,IgG1-PC7_mean,IgG1-PC7_std,Kappa-FITC_mean,Kappa-FITC_std,Lambda-PE_mean,Lambda-PE_std,CD45-ECD-2_mean,CD45-ECD-2_std,CD19-PC5_mean,CD19-PC5_std,CD20-PC7_mean,CD20-PC7_std,CD7-FITC_mean,CD7-FITC_std,CD4-PE_mean,CD4-PE_std,CD45-ECD-3_mean,CD45-ECD-3_std,CD8-PC5_mean,CD8-PC5_std,CD2-PC7_mean,CD2-PC7_std,CD15-FITC_mean,CD15-FITC_std,CD13-PE_mean,CD13-PE_std,CD45-ECD-4_mean,CD45-ECD-4_std,CD16-PC5_mean,CD16-PC5_std,CD56-PC7_mean,CD56-PC7_std,CD14-FITC_mean,CD14-FITC_std,CD11c-PE_mean,CD11c-PE_std,CD45-ECD-5_mean,CD45-ECD-5_std,CD64-PC5_mean,CD64-PC5_std,CD33-PC7_mean,CD33-PC7_std,HLA-DR-FITC_mean,HLA-DR-FITC_std,CD117-PE_mean,CD117-PE_std,CD45-ECD-6_mean,CD45-ECD-6_std,CD34-PC5_mean,CD34-PC5_std,CD38-PC7_mean,CD38-PC7_std,CD5-FITC_mean,CD5-FITC_std,CD19-PE_mean,CD19-PE_std,CD45-ECD-7_mean,CD45-ECD-7_std,CD3-PC5_mean,CD3-PC5_std,CD10-PC7_mean,CD10-PC7_std,FL1-Log_mean,FL1-Log_std,FL2-Log_mean,FL2-Log_std,7AAD_mean,7AAD_std,FL4-Log_mean,FL4-Log_std,FL5-Log_mean,FL5-Log_std,label,fcs_file,split
4.2591944,0.95081383,3.9049227,1.2674352,5.0952506,0.41853976,3.0641296,1.7116929,2.602458,1.5381392,4.8166013,0.7519405,4.7203565,0.97362816,5.094682,0.47791094,3.0321019,1.7592133,2.9254963,1.4752605,4.596491,0.84579194,4.0782757,1.0552363,5.130708,0.39838877,3.0690775,1.7123778,2.5681376,1.6226081,4.9454913,1.0982183,4.714196,1.287102,5.0949554,0.5013253,4.5110917,1.7252593,1.5334727,1.699785,4.4299154,1.0476018,4.472875,1.2279875,5.0986276,0.4644753,4.0695777,1.6522119,4.364646,1.3352888,4.476461,0.8422082,4.1077433,1.081426,5.106935,0.44808662,3.136437,1.6690954,4.3112454,0.9286117,4.4195366,0.8357936,3.9988627,1.2315058,5.0534577,0.42305952,3.5558915,1.5009557,3.0118158,1.717674,4.316391,0.7543482,4.2704782,0.51594645,4.1394467,0.42046437,3.444151,1.1537817,2.3790152,1.4161751,0,0065.FCS,train
4.343115,1.0784016,4.1590047,0.9549792,5.02783,0.5750752,3.6789558,1.3933618,1.9758812,1.705868,4.8755746,0.8838337,4.949079,0.65689534,5.0071845,0.70704734,3.4557576,1.5680859,2.08969,1.6953453,4.474356,1.0014447,4.202515,0.78428596,5.0293646,0.55894464,3.4621081,1.4953431,1.4467714,1.6667144,4.931842,1.4633989,4.7406254,1.0672671,4.927426,0.7507042,4.5361023,1.664593,0.8913825,1.518305,4.5285726,0.9540192,4.5958886,0.8826683,5.105678,0.52741003,4.477062,1.1688641,4.0920553,1.1705441,4.4334517,0.97441256,4.2927365,0.81748456,5.097527,0.5327467,3.7826035,1.3448335,4.098662,0.96294713,4.324084,1.0813242,4.143023,0.96812737,4.9948792,0.6238516,3.7326877,1.3861376,2.4934733,1.9160875,3.9930246,1.6167285,3.1518636,1.8898561,3.527756,1.4877008,3.453041,1.5378845,2.7015562,2.149299,0,0197.FCS,train
4.4432397,0.99251246,4.0859585,1.3418278,5.193383,0.39742607,3.2296848,1.5575523,2.719787,1.5313232,4.936844,0.5512034,4.9432635,0.75743467,5.2000856,0.48765525,2.9820573,1.6941416,3.1078246,1.4033599,4.8213177,0.61222994,4.3955755,0.9610917,5.22656,0.3674737,3.3512282,1.5102541,2.9056845,1.5466108,5.079654,1.0399859,4.711006,1.3447212,5.227012,0.4236408,4.3022485,1.8212959,1.6837518,1.763416,4.6340375,0.8675173,4.7029805,1.2174128,5.2013636,0.3614027,3.7278445,1.6676008,4.285527,1.1909579,4.7181854,0.71088517,4.208496,1.2260371,5.237645,0.3961208,3.2183805,1.5748109,4.206414,0.94761497,4.713321,0.5932855,4.155692,1.3546382,5.233024,0.3574461,3.6587725,1.3607349,3.3165965,1.7482985,4.574619,0.6684978,4.416979,0.72216856,4.440682,0.37611538,3.6656115,1.071806,2.7054207,1.4074652,0,0083.FCS,train
4.1365175,1.1753669,3.9634674,1.1199352,5.24565,0.4761267,2.8797631,1.6907054,2.7241647,1.6529044,4.716339,0.690016,4.917071,0.5329936,5.2683597,0.5559348,2.7176924,1.775282,3.6328843,1.395972,4.679581,0.7807673,3.9871356,1.1391269,5.3477483,0.30594403,2.6505363,1.7529296,2.3825948,1.7099419,5.31525,0.97984385,5.029201,0.69439554,5.303327,0.43834996,4.5154834,1.5320196,2.0336852,1.8787444,4.452394,1.1352797,4.5855975,0.9064262,5.2890186,0.3992371,3.942829,1.6255193,4.4788313,1.0243762,4.161571,1.1770676,4.110825,1.030372,5.253917,0.4725684,2.7429829,1.7230841,4.5874877,1.0684112,4.2374306,1.0088867,4.150544,0.92572737,5.2960744,0.38350627,2.9360194,1.6862246,3.3297966,1.7407311,4.317671,0.8202792,4.1716247,0.7901233,4.3303304,0.41660267,3.0557773,1.5252504,2.670268,1.5403636,0,0233.FCS,train
4.421123,1.0589198,4.3534074,0.8378632,5.1537967,0.5441729,3.553856,1.5924757,2.209129,1.6177274,4.728253,0.9888507,4.7553544,0.84016454,5.1102476,0.6693774,3.46264,1.6901752,2.9965248,1.5347716,4.666853,0.92796475,4.417926,0.8298469,5.1882257,0.5074233,3.4726686,1.6504622,2.338908,1.6704303,4.9826417,1.1196089,4.820965,0.92198044,5.173475,0.57179964,4.395679,1.7100602,1.631746,1.7341963,4.5986047,1.0195583,4.7398057,0.8361824,5.20352,0.4836093,4.200538,1.571184,4.214099,1.4816976,4.552465,1.0384378,4.419346,0.8090232,5.1313095,0.59239185,3.5381875,1.6111294,4.3791203,1.239413,4.4526105,1.0385464,4.390873,0.8578429,5.133548,0.5777383,3.702953,1.5212917,2.6833255,1.8244904,4.499311,0.9079629,4.268715,0.98817235,4.3966336,0.38125437,4.0451727,1.0665317,2.4635572,1.5478797,0,0038.FCS,train
3.0815365,1.8459085,2.7133203,1.8605512,4.94066,1.0603023,2.3142219,2.0084102,1.3766403,1.6185644,4.5102243,0.8167356,3.7342117,1.935136,5.3447957,0.62916744,2.0049288,2.0468593,2.4125571,1.8870611,4.825831,0.99413335,3.575418,1.9332728,5.4239,0.3312371,2.760189,2.2317865,3.3564203,2.0602283,3.5570123,2.2184546,3.7008753,2.16809,5.4164762,0.4113821,3.5567918,2.5086968,1.5884223,2.0216365,3.5753021,1.8903788,3.781992,2.198591,5.3813863,0.46458668,2.9531302,2.3196294,2.479702,1.8652906,3.3532474,1.8442832,2.6890354,1.9589093,5.4053345,0.4170396,2.259484,2.1068716,3.7493956,1.6420077,4.4683857,1.2193099,2.3562417,2.0938036,5.3960533,0.43410772,3.9661238,1.9246272,2.394344,2.1071174,4.003492,1.1091835,3.7436142,1.2095848,3.957691,0.68717974,2.855167,1.6535015,1.3270755,1.5822173,0,0047.FCS,train
4.2664537,1.1151836,4.0150113,1.1778324,5.2937813,0.4196088,3.1541376,1.7576131,2.1356146,1.6601151,4.740792,0.832412,4.888239,0.73053616,5.286423,0.42328838,2.477531,1.9587041,2.8633344,1.5751886,4.664943,0.7935708,4.26861,0.95456123,5.3231864,0.32857677,2.8994927,1.8636657,2.2923357,1.7651167,5.0563245,1.1415312,4.7723517,1.0927795,5.333397,0.34047014,4.1944885,2.0155282,1.9037877,1.7858944,4.441478,1.0583155,4.5156827,1.1163032,5.312492,0.3774399,3.7316844,1.9534572,4.372867,1.2254643,4.329104,1.0628351,4.293819,0.9332038,5.2932158,0.45047614,2.825948,1.867729,4.6626725,0.94096184,4.451364,0.84237933,4.0862193,1.2343867,5.2749066,0.4525402,3.3137064,1.7651463,2.7731464,1.8557694,4.473533,0.61688274,4.3651757,0.5857333,4.1340246,0.50377464,3.751537,0.8788479,2.0904062,1.5556889,0,0281.FCS,train
4.2229424,0.7934857,4.133952,0.8260179,5.167537,0.3006628,3.399525,1.4863608,2.8780513,1.3630857,4.935515,0.5072383,5.043154,0.6522734,5.148404,0.2873241,3.2778,1.6082678,3.08973,1.3332516,4.6288953,0.4845757,4.3558884,0.4931338,5.175718,0.25929058,3.491012,1.4344218,2.945427,1.3960383,5.0968547,0.9432329,4.764029,0.8864795,5.1573024,0.34548348,4.627426,1.426954,1.7883637,1.6898805,4.5377345,0.8409535,4.722445,0.7882251,5.1790714,0.27306205,4.5846214,1.223304,4.4029183,1.0270256,4.440672,0.6229497,4.668595,0.42987165,5.1790495,0.27870274,3.6312742,1.3515142,4.5468445,0.5227597,4.424678,0.5464726,4.153539,1.0957366,5.1829042,0.26217696,3.8098817,1.3273017,3.1275606,1.6580862,4.380523,0.37711895,4.2497306,0.53636694,4.0609055,0.5083658,3.6028523,0.93658584,2.5866992,1.3544642,0,0027.FCS,train
4.0730877,1.2292848,4.286859,0.5933648,5.19094,0.47579214,3.1907725,1.7161685,3.0705822,1.5512805,4.739298,0.83004266,5.007716,0.4706901,5.2077374,0.4950139,2.873765,1.8620818,3.704273,1.3200016,4.673391,0.83160174,4.2959065,0.6803944,5.219646,0.4223474,3.0163822,1.8067008,3.0118263,1.6428471,4.9901633,1.2966058,4.997894,0.688477,5.2317524,0.41587195,4.419603,1.7892699,2.3038557,1.8817024,4.477083,1.1384708,4.830266,0.61445975,5.246699,0.38132122,4.2690706,1.55761,4.6534634,1.0892029,4.413431,0.93250823,4.3576427,0.5692793,5.2330422,0.44707075,3.1356494,1.7589191,4.7185106,0.82082295,4.325921,0.8494241,4.2584834,0.7162409,5.21135,0.4316848,3.4354055,1.6516037,3.41082,1.6742461,4.2620955,0.72395027,4.156754,0.65534866,4.0364676,0.57925475,3.492484,1.1440413,2.86093,1.3872166,0,0124.FCS,train
4.384917,1.0939561,4.2528806,1.0387479,5.2803936,0.3025428,2.710378,1.7360537,2.5299063,1.6401618,4.8357353,0.5655999,4.7575946,0.79092,5.2803373,0.32930446,1.8928797,1.8386014,2.9619899,1.5615087,4.754542,0.75980836,4.5640564,0.64520115,5.320307,0.22432107,2.5418353,1.8407478,2.6506467,1.6860737,5.020713,1.1480352,5.0618834,0.89884436,5.263098,0.35508585,4.144292,2.1782475,1.8283435,1.8800431,4.5112042,1.0838876,5.0663843,0.86809033,5.2933364,0.2650301,1.5059036,2.0733168,4.348183,1.2822263,4.615298,0.905941,4.6759787,0.65075046,5.313904,0.24946882,2.3832886,1.7953992,4.145838,1.0435146,4.511605,0.9879138,4.3625746,1.3046815,5.2778654,0.27861887,2.6717026,1.8506944,3.634415,1.7727054,4.4514637,0.94813746,4.346053,0.79828435,4.5333004,0.19481519,2.2600203,1.619836,2.5698867,1.4586457,0,0276.FCS,train
4.1569986,0.99795455,4.0141153,1.0108513,5.258377,0.40171686,3.1592886,1.4903519,2.4544013,1.599625,4.688346,0.93243927,4.7905397,0.84551865,5.253914,0.45344228,2.9787676,1.6219805,3.171914,1.3938745,4.6730404,0.6932048,4.090808,1.0241057,5.2602854,0.37091824,3.2482195,1.493457,2.7077308,1.6286422,5.013164,1.1369351,4.840817,1.0023365,5.2342257,0.46461192,4.429028,1.5971406,2.1647048,1.7977915,4.413572,1.0470097,4.5820227,1.0134149,5.2619424,0.37596086,4.148773,1.3933269,4.576739,1.1742679,4.3383994,0.82892203,4.084648,0.98557276,5.2447753,0.4090128,3.1573484,1.5037022,4.570555,0.9700699,4.341799,0.7647421,4.0419407,1.0442555,5.2352514,0.44725266,3.4296238,1.4455645,3.148114,1.6979351,4.272658,0.68684465,4.2030177,0.63565993,4.2312813,0.45006144,3.0816047,1.2714659,2.496543,1.4670804,0,0210.FCS,train
4.105966,1.2048849,3.9357302,1.2024767,5.352478,0.32877523,3.308574,1.7734115,1.9932806,1.6859316,4.806244,0.86165154,4.8580184,0.93961227,5.334839,0.36988562,2.5253003,2.0029733,2.6931698,1.6287131,4.81964,0.62634766,4.174715,1.204824,5.3601007,0.31663573,3.3755605,1.8172363,2.766008,1.8262774,4.745619,1.3724164,4.5546083,1.2662559,5.35657,0.36677027,3.7751825,2.0359614,1.7430887,1.818043,4.366303,1.3268254,4.546275,1.1898023,5.3619757,0.32427335,4.0651197,1.8672471,4.193378,1.6478021,4.4267616,1.1164348,4.0958285,1.111601,5.352025,0.34351408,3.2893198,1.7839109,4.448261,1.0600499,4.6175594,0.689452,3.5605204,1.7512537,5.35183,0.3353791,4.081067,1.4581537,2.6060567,1.9379889,4.3797617,0.66908383,4.155548,0.85225713,4.0501328,0.7035372,3.5884435,1.258282,2.0543036,1.6211417,0,0062.FCS,train
3.1800392,1.8774116,2.9523675,1.7792311,5.16085,0.8962083,3.1628668,1.8423916,1.2004683,1.595616,3.943926,1.6133109,4.409763,1.2002808,4.986422,1.1833181,2.878131,1.929346,2.0026147,1.9004275,3.715392,1.8652376,3.5101213,1.5648514,5.0585656,0.9713533,2.868444,1.957051,1.5794291,1.9606162,4.0587087,2.2424915,4.5621066,1.5810193,5.022057,1.1142411,4.5204577,1.9853338,1.1976147,1.7896978,3.2210755,2.1052072,4.356937,1.6852112,5.004267,1.0503151,3.5006719,1.915695,3.4613645,2.0443945,3.2434864,2.0305355,3.3604875,1.5982624,5.0785527,1.0001411,2.9569907,1.9110522,3.5303838,1.918181,3.4802756,1.7420512,3.4111989,1.7613016,5.2207465,0.80627686,3.4348037,1.8456116,3.1351109,2.2595634,3.5365572,1.5966353,3.7069995,1.1973566,3.8679912,0.8237521,3.2229748,1.4473817,1.2222774,1.6214509,0,0104.FCS,train
3.545683,1.512591,4.0104237,0.96679974,5.3699627,0.2220934,1.0675484,1.6171271,1.0202726,1.4980073,4.5327024,1.1311548,4.88753,0.7429537,5.4512568,0.2662638,2.9231076,1.78254,3.236239,1.6021204,4.7058396,0.8741485,4.205077,1.0532271,5.450204,0.24019626,3.1901836,1.7915746,2.9478743,1.8509098,4.6706944,1.7879882,4.9502087,0.9366252,5.429871,0.26012632,4.329134,1.938225,1.5777671,1.8931476,4.061356,1.6206524,4.8367934,0.9585445,5.4624157,0.20397328,3.9010727,1.7250671,4.3220797,1.4933783,4.161383,1.2526941,4.260102,0.8640827,5.4567213,0.23476861,3.0028646,1.7245711,4.7136955,0.846123,4.3436923,0.95759207,4.160079,1.0706469,5.4510837,0.21895298,3.620868,1.6103839,3.152217,1.9590791,4.203977,0.70009375,4.12367,0.76165706,4.3428373,0.36798227,2.9066274,1.3865722,2.5195374,1.467416,0,0186.FCS,train
4.6006203,0.92702425,4.4699125,0.8626175,5.3108673,0.3319606,3.40485,1.4327196,3.0584211,1.4929713,4.9529324,0.53433996,4.965003,0.6837535,5.295881,0.36164632,3.103824,1.642974,3.802074,1.2087942,4.936834,0.62990016,4.5238323,0.8601799,5.315054,0.31415388,3.2946694,1.5210283,3.1496162,1.4829785,5.0777564,1.0342668,5.034106,0.851105,5.277792,0.4655519,3.8939824,1.904765,2.5249918,1.8323331,4.718904,1.073371,4.7148104,0.9145835,5.2900434,0.38802072,4.1126614,1.4798455,4.664136,1.1822567,4.736701,0.80200344,4.578116,0.73341227,5.280954,0.36088797,3.2555692,1.5170407,4.722341,0.78490114,4.740335,0.67072797,4.4700036,0.9743063,5.3080835,0.33780548,3.5377579,1.4130918,3.4480543,1.614476,4.691808,0.57482874,4.408475,0.95589113,4.5931354,0.33767372,3.564874,1.1780128,3.2004743,1.32548,0,0264.FCS,train
3.5831356,1.6721431,3.7037835,1.3757089,5.155771,0.59096026,1.9147198,1.8412784,2.0927453,1.6734544,4.503484,1.0976133,4.651699,0.98358274,5.2906103,0.4613226,2.0423863,1.8662905,2.9424453,1.6862425,4.4577036,1.209349,3.9143884,1.3575685,5.297704,0.41191256,2.3614523,1.9473836,2.7529163,1.8303419,4.407994,1.9160254,4.665889,1.3948709,5.250378,0.521311,4.200665,2.1682973,1.9055415,1.9846975,4.0888124,1.534338,4.660792,1.2004715,5.298954,0.4460504,3.2063022,1.9948605,4.2857504,1.6313183,4.2629046,1.2693582,3.9563515,1.185418,5.305433,0.41965395,2.1660607,1.8400267,4.4994698,1.1696627,3.932087,1.477205,3.6993635,1.4773774,5.2233357,0.5137539,2.3989391,1.9910598,3.0545478,1.7797526,4.0926914,1.1528102,3.9640253,1.1141088,4.410468,0.37901747,2.446246,1.7011117,2.4586213,1.5749606,0,0171.FCS,train
4.145834,1.1061785,3.9720824,1.2284201,5.182578,0.3220827,3.1048281,1.5832205,2.6928353,1.5687532,4.9472523,0.6557976,4.9350533,0.7256695,5.1909475,0.31203327,2.7652063,1.7425874,2.9573417,1.4877449,4.639388,0.563036,4.08733,1.2000887,5.189869,0.27598524,3.2495487,1.6125829,2.900573,1.6130964,4.899831,1.1776726,4.752555,0.98682564,5.1502485,0.45361993,3.861258,1.8355126,2.1974978,1.7815522,4.3503075,1.0296226,4.4402637,1.0767123,5.187278,0.27951837,4.0221124,1.554752,4.4876323,1.2492807,4.5902367,0.6954842,3.8571765,1.3999584,5.180127,0.29675427,2.9299989,1.6566635,4.6196485,0.7715264,4.4663377,0.6995293,3.943423,1.3212562,5.1865287,0.33243167,3.450789,1.5158775,2.7449412,1.6640716,4.2455125,0.7936263,4.112562,0.90798956,4.3533025,0.3919976,3.0191674,1.4647679,2.4979048,1.5231012,0,0333.FCS,train
4.102983,1.4009274,3.9591172,1.3497918,5.029242,0.6074977,2.781052,1.7273813,2.7584524,1.5896585,4.4039645,1.4535059,4.5696087,1.2972778,4.9505267,0.79717594,2.5092058,1.8521656,3.430871,1.4735464,4.411913,1.3786142,4.1576195,1.2111262,5.062223,0.58885574,2.6618464,1.8034755,2.859966,1.6153178,4.812654,1.5084951,4.731105,1.1882159,5.05551,0.7410467,3.402386,2.0113707,2.6375422,1.7474427,4.273698,1.4315798,4.3714714,1.3270593,5.0508437,0.58295506,3.7561226,1.9103636,4.3446603,1.4568143,4.3124967,1.3776128,4.258442,1.1791592,5.0444975,0.61262286,2.8496714,1.7461448,4.3600655,1.3628987,4.0511336,1.51283,3.974002,1.3914137,4.971085,0.7028865,2.9003265,1.7644223,2.8973145,1.6745554,3.7556782,1.6014669,3.8281775,1.306515,4.282693,0.4554024,2.6017327,1.6879236,2.5060477,1.563282,0,0032.FCS,train
3.4260473,1.8135998,3.5349743,1.6165484,5.4798627,0.21974608,1.9917812,1.9224619,1.9375921,1.7045211,4.30456,1.1978893,4.601241,1.066211,5.4749346,0.27864867,1.7138193,1.8968955,2.389717,1.7543275,4.6602306,0.916199,4.0581264,1.4271967,5.472334,0.19954605,2.478458,2.1708462,3.084896,2.0377553,3.9645052,2.1755795,4.423203,1.606627,5.481117,0.21848358,4.0072017,2.3790326,1.6028626,1.9376465,3.5846338,1.8546841,4.3831253,1.636013,5.4716125,0.20692122,2.4613388,2.1406038,3.5141654,1.7977476,3.7069688,1.7368606,3.476604,1.6987255,5.4777064,0.21137549,2.1750793,2.021823,4.250383,1.3879038,4.3832912,1.3244072,3.2002568,1.9362262,5.482777,0.21545298,3.3329144,2.0773823,2.8546915,2.0517159,4.1727605,0.8566617,3.9754484,1.0085828,4.2601805,0.4366938,2.5396137,1.642676,1.8591027,1.6130912,0,0321.FCS,train
3.6264625,1.5339016,3.1414552,1.8261372,5.2651663,0.3698003,2.0165837,1.8449671,2.3480084,1.6899168,4.5745974,1.0711685,4.4518967,1.4077522,5.2906003,0.38978535,1.916219,1.9368883,2.851446,1.6690042,4.6268625,1.0836847,3.6314948,1.7086343,5.2924333,0.318492,2.4119692,2.0136576,2.999715,1.8336585,4.216134,1.9128004,4.0941358,1.7907975,5.293587,0.38015985,3.6333852,2.24345,1.9524002,1.9825228,3.7929196,1.6927464,4.0641494,1.758534,5.2900147,0.34289226,2.9629817,2.1654534,3.8631656,1.8036463,4.189509,1.3142978,3.189532,1.8064871,5.288048,0.35056806,2.2393868,1.906184,4.3877892,1.158442,4.242367,1.1951612,3.326101,1.8222839,5.272457,0.36389875,2.9113095,1.9875693,2.5812116,1.912576,4.0641055,0.8692754,3.8064127,1.0932504,4.349571,0.30718237,2.3679771,1.7368829,2.2061632,1.5800622,0,0199.FCS,train
3.2899146,1.8079581,4.186265,0.7199859,5.391744,0.25049123,2.0840302,1.9849025,1.380379,1.5996426,4.346456,1.3974694,4.884821,0.57106644,5.383088,0.2715781,1.9423817,1.9693646,1.8225065,1.6938362,4.4122186,0.92288774,4.369044,0.62959695,5.3895507,0.2298878,2.5663357,2.1388502,2.3984237,2.0447702,4.295258,2.0429523,5.0280967,0.7039547,5.3938503,0.26703486,4.4026904,2.1348534,1.1786206,1.7352551,3.6142583,1.8361436,5.0155287,0.6337598,5.390437,0.25198492,3.7662625,2.009254,2.7333798,1.7511898,4.022065,1.4211775,4.314178,0.5899361,5.3835015,0.26374847,2.079369,1.9929832,4.3568864,1.0109118,4.148346,1.191416,4.2483134,0.7172536,5.385526,0.25639716,3.1273282,2.0669496,3.115578,1.9530251,4.0877967,0.81479746,4.0225625,0.757544,4.0125837,0.58929354,3.644736,1.0531636,1.7983059,1.5693672,0,0022.FCS,train
4.040587,1.099223,4.35904,0.4484306,5.3095064,0.34796706,3.1419384,1.5031884,2.3014123,1.6593851,4.643225,0.88169104,4.906743,0.42573625,5.3069506,0.37001148,3.0157738,1.6239883,3.210195,1.4997023,4.6502204,0.7455273,4.4101295,0.5722438,5.318532,0.318754,3.121039,1.5653918,2.6217518,1.6738045,5.081966,1.2919282,4.9729595,0.5658522,5.3072033,0.36034492,4.8308,1.342289,1.3332765,1.7446531,4.4498067,1.2176565,4.8862557,0.5701099,5.315006,0.31522787,3.9693947,1.4471203,4.6231785,1.1919719,4.234986,0.96975,4.442468,0.41360295,5.299234,0.37372267,3.2415254,1.5017967,4.6243587,0.87513435,4.3149295,0.76051265,4.455324,0.47145706,5.3064933,0.33550763,3.406876,1.4495916,3.400078,1.737664,4.290268,0.59844273,4.3432436,0.47553495,4.102224,0.6368036,3.2909632,1.1316125,2.7729037,1.4095376,0,0048.FCS,train
4.023952,1.2844858,3.235214,1.9154217,5.2243857,0.6148394,2.184796,1.9026135,2.8121061,1.6083359,4.866726,0.8712621,4.6153398,1.1361556,5.1726227,0.7741242,2.5610046,2.036248,3.1543634,1.5627868,4.5266905,1.0901437,3.4487097,1.8786677,5.265408,0.5466416,3.0586886,2.0197818,3.3440044,1.6181461,4.337883,1.5031352,3.8664637,1.9362816,5.2680836,0.6187541,3.0099714,2.313769,2.2031257,1.8142813,4.109535,1.3038476,4.151851,1.7217078,5.2516704,0.6135626,3.0992246,2.2280746,3.8021555,1.6573759,4.5244637,1.2364565,3.5489836,1.7765715,5.1263804,0.7367299,2.3973663,1.8935729,4.177918,1.3594645,4.321917,1.2243383,3.588423,1.8928394,5.2063274,0.63529474,3.1621046,1.9243766,2.9621048,1.8261029,4.1443806,1.1032538,3.9721782,1.1327599,4.3213563,0.5386754,3.145583,1.532973,2.62451,1.5322962,0,0178.FCS,train
4.0823097,1.4162618,4.1048217,1.0991788,5.2478304,0.40620372,3.008507,1.6236488,2.7018008,1.5962181,4.7483006,0.84040177,4.825868,0.786838,5.2477098,0.4550452,2.044372,1.8730676,3.6452587,1.315973,4.7279916,0.9078146,4.14122,1.2242236,5.2734585,0.35481218,3.0402474,1.7174085,2.9776518,1.6208346,4.879359,1.3856721,4.8787365,0.94949985,5.272772,0.4158632,3.7030969,2.1615381,2.7186627,1.8077061,4.3754854,1.4060102,4.6599116,0.97300494,5.277977,0.34932703,3.4818516,1.9969189,4.174708,1.2388055,4.583077,0.98963904,4.3178525,0.9401943,5.243261,0.42208526,2.8925135,1.6908998,4.5535903,1.0001185,4.348055,1.1179368,3.9350326,1.469682,5.2304535,0.43972844,3.292209,1.6663307,3.1425443,1.6979803,4.3817477,0.80496824,4.0917196,1.0650659,4.374571,0.3677768,2.9714692,1.4699202,2.6161792,1.508538,0,0079.FCS,train
4.0531178,1.4359465,3.7443492,1.5488336,5.2858334,0.48891902,3.0946085,1.8323959,1.90599,1.7228878,4.5048103,1.0643001,4.3395014,1.2398076,5.2578244,0.68996304,2.9636555,1.9064074,2.053541,1.7595265,4.5560865,1.1237224,4.223554,1.1262729,5.3016653,0.43126905,3.2698855,1.8850362,2.2308376,1.9991148,4.573917,1.826791,4.757847,1.5388979,5.2842875,0.5800798,4.7305417,1.9256145,3.5930817,1.8142015,4.1740203,1.478708,4.6916018,1.5139909,5.3163905,0.41253346,3.432296,1.7894713,3.5581374,1.6715462,4.308078,1.2721748,3.8019671,1.5008255,5.281508,0.4831807,3.1165192,1.8367753,3.665085,1.4501613,4.3588753,1.2851905,3.9604254,1.3715508,5.2899556,0.44947782,3.6091566,1.7217277,3.9122005,1.6713768,4.3048167,1.0517794,4.284453,0.68612844,4.2254157,0.37660348,3.5965328,1.25953,1.7910703,1.5544783,0,0295.FCS,train
4.378375,1.1195426,3.9942532,1.3375314,5.3800426,0.4323077,3.2719867,1.7814358,2.2290885,1.7810411,4.9831014,0.93316394,5.087996,0.8664724,5.3394437,0.64002275,1.7862258,2.053326,3.8110669,1.5374656,4.909709,0.97144544,3.8567762,1.5564437,5.3988132,0.34027383,3.3716865,1.809693,2.663195,1.9058616,4.6988373,1.3937441,4.7470818,1.1444937,5.388028,0.45781356,3.865353,2.1014397,2.3959746,1.9953659,4.441541,1.5471251,4.7777,1.2091829,5.363186,0.42328206,3.9879737,1.988745,4.215202,1.5777122,4.6028385,1.1576744,4.00771,1.3063058,5.339296,0.46327516,3.0658946,1.8775414,4.136285,1.4345016,4.4040966,1.1883345,3.9538872,1.4571111,5.3938413,0.3516469,3.474086,1.7834536,2.6181023,1.91239,4.239633,1.1644399,3.947825,1.2729752,4.4111238,0.4993868,3.0266807,1.8080473,2.022607,1.8032506,0,0181.FCS,train
4.192915,1.1582434,4.3151464,0.7218996,5.302682,0.28696698,2.82269,1.8740278,1.7909751,1.6296302,4.772155,0.73097473,4.900239,0.49576285,5.2949986,0.37035406,2.8865547,1.9091389,2.7557425,1.6066514,4.6338825,0.77209395,4.390757,0.69633305,5.314164,0.26149994,2.7017267,1.9406188,2.0669365,1.7907665,4.6728907,1.4765096,4.883133,0.7674953,5.265064,0.43821004,4.031856,2.0971932,1.4509196,1.7453322,4.393793,1.0936005,4.8902884,0.60685706,5.296976,0.30415326,4.139874,1.6331254,3.358711,1.5162405,4.446613,0.98279136,4.436648,0.5884271,5.3030834,0.3046462,2.806799,1.8903712,4.2300553,1.0535339,4.3779407,0.9526678,4.410566,0.6899913,5.3012123,0.30911967,3.2422972,1.8282152,3.2370338,1.772672,4.3298445,0.8513155,4.1160016,0.95129883,4.198566,0.46795705,3.7595572,1.1108837,1.9968781,1.5894288,0,0315.FCS,train
